N,P,K,temperature,humidity,ph,rainfall,label
85.82655241987707,61.85849284327955,45.887059444888465,24.878173357859154,90.71967263083896,6.57559726349532,256.6997044199265,rice
77.03429046465291,48.53236652687364,36.51288088349862,25.979167869189705,76.10848188442567,6.712940136967065,231.233723562371,rice
91.71247093467319,54.00695190985008,49.10323078823401,25.46154938227729,74.1397987217338,6.37321873084072,206.6998201851296,rice
74.81720157633725,60.08982746621378,43.18766905448848,22.602139142842507,76.93141316779801,6.413112837150504,205.5859962654718,rice
73.28859722603418,50.49607577240995,45.77656018053348,25.21752294444888,70.5435524570095,6.521746691612104,237.80083933081445,rice
84.13890285372693,60.929677453209656,29.683808615976286,22.81779314961779,84.95453161396678,5.767362240218423,272.8987262013377,rice
83.68356612700659,54.77267188674723,37.14528169239103,25.62752737993242,87.34235777994519,6.493151208054868,241.8600223174674,rice
82.70343239281726,41.09323788208495,39.262356598798235,23.694954935095282,83.91696932176748,6.799929698764118,209.53659795053977,rice
78.74990969680422,59.85164438127178,36.28205885593718,22.35549996541936,83.01153095915596,6.737754076194128,236.2856513890165,rice
93.28960590436989,54.85435186053221,44.20910033445031,25.108233002648188,93.63826550173043,6.3179353244535825,185.91194269833716,rice
96.04254361517141,44.338404552345395,40.539402221715164,26.619101369721054,73.98870229470538,5.8993411143575445,195.96805157202866,rice
72.05863709974577,51.517092848135945,42.62093921406385,24.55254835865711,74.93617058053817,5.4759586253469426,237.35883963475956,rice
75.28223966361664,51.67508617373289,43.50976813110635,24.276482864117362,85.80066542687926,6.491684549646028,249.25161764003667,rice
72.95326737130118,46.56310868934833,40.983880483284786,25.641056950834837,80.03129413887714,6.608466902292846,229.35403020211552,rice
78.8245783267187,54.63615233619258,30.03469814472922,21.407055343850477,74.58907301278589,5.466553552060678,219.0433889961206,rice
87.49433899727741,45.7209274689394,40.98895040970926,26.178434993421586,88.63843066133846,6.372344826109544,269.8396472392349,rice
80.9212665843411,41.300814209380306,37.02799823900632,21.038926974869966,77.55933073133174,6.2567933247702285,256.08962548446505,rice
97.20769831165984,36.94254787698368,41.9641373412996,21.918912121684933,84.37348544231601,6.34756533972491,190.22735435381173,rice
89.28296991568484,43.159994297530154,37.330498808132226,21.86049517742062,78.72858361656222,6.5711561762779676,231.26889147658986,rice
83.2866200228248,50.89537483143075,46.603308277640835,23.314427698271242,74.61571091577134,6.826888966628793,227.71279569756862,rice
91.14592444577377,51.06701690545977,39.34431234898327,24.69755178809259,91.75506280063149,7.230792211621502,237.73452837831948,rice
81.60190593317076,56.60992125973108,35.77169483616326,24.66614074523651,81.87068576023071,6.525563284583022,215.16577985126486,rice
64.1043250669103,31.416132512069666,34.41307943505196,23.082649430121332,80.53404206675619,7.174892464971807,263.64983424768246,rice
70.37908883658373,50.78166761960765,37.96460881824837,23.43127232391981,82.9266282470769,6.647668446790158,227.51853790289962,rice
90.63851532734358,38.86449419086077,40.03169531181134,29.195347453191665,83.11539871312638,6.9732858026424696,238.2880044543302,rice
85.80777095329796,47.54573444485847,39.14796209417898,22.44103520654916,84.15150679478776,6.0593851243256935,252.63963090783574,rice
90.8528700444591,50.93225125789784,38.56875633222154,24.90793115861739,80.45663472226794,6.77421885018606,190.21484789462193,rice
76.64392631881354,32.073504039008014,32.52469584886398,26.72772445962782,86.47592490985843,6.112207906686084,198.43741359897757,rice
50.35471162158349,43.65203593653892,52.10207506123702,24.869768542927297,79.20213856975255,6.586032083800123,196.97604117513893,rice
77.02676637302365,48.79581978412591,39.569496740894756,25.58161224338016,83.72322613118027,6.667330407243199,218.790692944231,rice
88.97815408410548,61.03149558099193,35.149252401742935,22.224608688570882,88.67892168160117,6.323462405321976,271.0955348016639,rice
75.57464288107816,59.64036461016569,40.657429084027264,24.51645764664539,89.82359010834952,6.2552918090223315,212.47194760187605,rice
75.51435791971646,51.61867160514511,32.171204639097425,25.274941805302245,79.30614341191128,6.859125064293425,176.1434923774882,rice
72.13434224895832,34.50825479012718,35.86885266818024,24.495331802217887,81.10386687275123,6.298648972420795,232.02037821549848,rice
82.03388240619944,39.931711664455136,43.534248204495256,25.32533194077097,83.92518968828051,6.622613377100506,243.4104500202165,rice
100.35073302731067,47.303246631579924,38.464583908327114,22.492944839285244,76.83868664711082,5.90221128495957,213.78006716922704,rice
79.29319618347928,50.67436102798172,40.25571029276081,22.468929445140574,86.50092282009982,6.695765068920379,232.00879231444958,rice
73.47083855335288,52.387423366638394,40.93986793743052,21.103745481169906,81.66009872007797,6.504814324829753,213.50763033780615,rice
81.89843392837443,36.36142011793768,46.68093050006085,26.495899970118863,80.73741332848518,6.54538173513563,175.75195085500312,rice
68.43652339734668,45.64976863878296,34.639334892865705,25.428792965261316,91.98648265373997,5.92935411222828,215.0634148978702,rice
82.3544836830993,60.888929187996965,33.88812843730048,24.498072244613883,91.10649425406554,5.739296340728293,203.9732698288542,rice
75.76393393539162,43.83529269715671,44.06300643876823,24.483319439641676,73.12518970178935,6.606164161160325,221.56152781610874,rice
92.74447216941239,42.97929970850464,36.81692358448882,25.08226322160906,85.81463241168468,6.5792397455744815,193.86006706537978,rice
85.3803443992825,39.725535586604806,41.176380557941314,21.15253112920188,84.23161073771531,6.077360438277052,203.93413374348697,rice
87.138201364824,49.93315617341401,36.930115993035514,26.902357698042128,79.79673789215128,6.412843069588374,242.72283619196503,rice
73.80334065871386,51.76909034719944,37.33273826417638,23.17672335556758,88.8132131990167,5.983765578995027,175.68049172676274,rice
96.10936995011895,68.39462362085602,37.97365367275334,20.12632391875963,80.44758011902029,6.285510820063733,231.25190397444356,rice
68.86611958078151,52.63648913981182,42.62253687643043,21.011188760361385,85.49598365847444,7.221073992778357,240.2990083109265,rice
76.62674837931493,46.86397428473983,43.076283834842805,20.538656788985563,82.82195351488652,6.243814420214877,282.19562532390114,rice
78.25827266195041,61.34310088895616,34.481296511089965,25.174518333605583,83.59700131895615,6.052381100854087,240.4349028659235,rice
92.125188368316,45.409666365707196,31.540186754151186,23.964874347045107,77.48788452603743,6.263063624534447,233.96030575787196,rice
62.94347783984483,35.074733285434576,42.410334177627625,22.95456260766064,69.17627829089716,6.713937614643254,242.809243881856,rice
72.86125175963517,37.46535831153407,44.179039481571685,24.69870124512086,93.91301141342036,6.568075439489975,245.69257853155037,rice
78.33072069891435,54.53420693760633,43.125426006240765,26.50345001713039,79.39338540681358,6.225837010822415,224.02242072720048,rice
87.9080172117899,59.98699552237386,37.7057975342535,23.150452544413817,83.570386119349,6.3016953999948395,259.80134132849724,rice
57.482227093809534,41.38635962466484,36.08791833019277,19.35928797522771,77.18180777815599,6.03393755366163,230.97238363702925,rice
113.35559069992317,43.52963609285579,34.84593139864423,19.886090917572943,61.295041728648094,6.4096164735540375,50.894251160785515,wheat
106.70258751129069,43.670783305615196,43.23742345354737,19.972706416409405,59.2099818885374,6.385968754383743,59.879153492117325,wheat
97.47171982764212,37.70465445537522,32.18261026065656,21.371498070549322,52.89428570669213,6.391087887341068,59.03821063076668,wheat
113.53622628819163,31.315572927768464,32.516806550483366,18.154227116209466,63.767073200321974,6.913034793167719,67.67317240461227,wheat
86.31806897048523,38.28278474837684,42.23906858361355,20.116548661870894,58.29243291318476,6.724931603628619,62.78143726454627,wheat
101.89742901886132,49.66660433450955,44.03504140972235,16.76025601121646,41.51638866795487,7.200698159060603,71.87725093261936,wheat
87.75252376583995,33.84098756072623,40.49517410503601,21.861676452701058,65.78556713460588,7.0065190288405805,56.28283303414305,wheat
89.28243254098165,45.068707750023925,38.503676480573716,17.969864188542367,67.29253390517972,7.514067360828852,71.36048683555428,wheat
88.94979522629046,50.13011594578367,43.19813204748951,20.885091248408106,62.497991602262665,7.05414845714451,67.40014236304336,wheat
107.64287540046652,47.04474844801263,31.081944351429083,20.167242154821114,51.66284824690525,6.288063616943992,76.81816619300824,wheat
120.74794409062844,53.155323601773674,41.276067084279376,22.701250241905313,55.07231908361096,6.8811189107591115,49.06528629538017,wheat
104.76389565398608,45.3623155705465,33.48673941582768,19.897605776366806,54.52162261685915,7.519024466657855,68.94213328513409,wheat
100.1373452690976,46.4927238588065,40.22106189052099,19.594172030408906,48.50543681567028,6.739579248957228,52.53901743347487,wheat
84.99621353292224,48.06733088728521,41.956323299666174,16.426584977263843,54.263892175029234,7.198280554359969,70.59223738896321,wheat
112.31004211462286,45.23347924140876,35.77477336015424,17.832602345283878,57.067629428502144,6.951712013746065,72.87331111605066,wheat
113.199755804105,44.20662806081297,33.778970605695655,19.361786805978205,56.303387168863146,6.719166701844238,54.22105891922344,wheat
103.0346177796388,41.97625355153634,36.85966958137313,20.62290566860688,52.58804451922477,6.897641755591341,62.73204022852123,wheat
86.3268519869011,42.11255325680753,47.18888469958231,17.675840974531425,42.30007330617681,6.055261938702995,60.29109946576669,wheat
100.37100733639238,44.29433486744927,46.07094914464251,14.654331133794123,57.375603246584944,7.424575280721429,48.72219235108286,wheat
95.44232185852125,40.48264849662827,35.52826976961236,19.34747598995392,63.564911702107025,7.534954670195008,56.64060774959852,wheat
122.86072256877364,45.213458861907746,48.768455133505405,19.81340270069302,55.786346956276866,6.946189789057134,91.78853679367535,wheat
110.21542689813747,40.75641282029122,44.84498935137929,19.276334925831318,52.061498902592746,7.1634405439568445,60.310855877711525,wheat
103.34291097414167,45.08391133119176,41.68291563302717,20.849931794872298,43.378198403767506,7.066629067443813,50.17980580169699,wheat
82.69241037328706,44.64953253684791,40.41990501657227,18.61298767085544,59.98619114600785,6.263129933451637,55.93056251227441,wheat
92.981510380804,44.72047637796396,41.39432142323619,17.98421410075291,59.34569606473737,6.8252009473338795,41.0805374668809,wheat
76.49690271523562,44.92608424242413,38.89516341106823,19.793159772850732,54.83210526081869,6.890223935804072,69.476496098483,wheat
86.6667411889893,37.96817044259523,34.53338071056309,20.577833334337413,62.46968427187868,6.6274642247041955,34.98300155840346,wheat
79.5520856486755,40.00177966322393,37.21135556252393,19.183222745490546,55.231486737885504,6.675301467671021,70.49339610543407,wheat
91.88779233182358,39.82609224314674,42.394377692602305,16.92871586014776,57.33815023192001,6.841021273490506,58.52557510081832,wheat
119.05931328579115,41.266755328231696,50.30149085262039,19.549137101543803,47.33790133017863,6.82796783239793,49.23754799681232,wheat
90.978929826238,47.38219980009295,42.777910443250626,18.755664599491485,60.92443087027841,7.263003103208454,74.3630175656329,wheat
106.35296088550867,53.18057227251419,30.59600786012971,19.364186902743075,49.797968462059444,6.847690344450957,54.28550780803263,wheat
98.00610589660322,56.2930492812243,39.15140101789811,20.82758463438043,53.60638402045459,6.830285315182733,60.06016680436071,wheat
105.37988879167791,51.991845213283064,48.23696998801665,20.619240163818333,58.537281316213615,6.339654196325773,59.12123257584379,wheat
111.28347357860306,50.19581183050292,41.05804866397525,21.772787919135904,57.94460025396291,7.280122503303728,62.893591569571115,wheat
95.73162021314758,47.01504754159814,25.34702812073612,20.765771472770098,33.109523048711296,6.110614637037832,64.51768600940984,wheat
105.73035204720155,38.025427319160414,36.43948979060531,22.741081977228262,52.095819210563945,7.697168124961194,59.980801468236535,wheat
104.8964341225752,54.70124639099164,40.6551355809671,17.995312038618398,54.34163528983426,6.785755705523964,46.352583477984346,wheat
96.93001514391013,40.54684743601538,44.62178878593717,20.06922374837051,53.30322550511458,6.75752722775097,62.23122018406166,wheat
107.40177039627736,39.001726627983714,34.79206183689364,22.20935843080506,52.525978766771615,6.23326316296125,64.43812709383104,wheat
105.56043767239224,35.81570845645976,41.14740857731803,21.47116618485675,57.24631871023758,7.052792593504558,45.957309019092506,wheat
103.97248185995434,43.18428144317732,37.58604920637678,21.741111218839453,63.87564706404538,7.517748021840143,73.14807871505906,wheat
98.68318982043779,47.11632097815806,43.83411435892122,20.242355898598923,55.78458512746926,7.129501252750472,59.407173539740675,wheat
91.24855676351606,42.51316160498485,43.169551888668714,20.005986582399913,57.04125986121003,7.068031696880876,56.25158537102391,wheat
109.07497796355767,47.27305562075037,33.82593456544261,22.884609582372487,51.995531537458504,6.137961862725926,49.54956290413698,wheat
87.74745807186014,45.313039911945204,38.630747472268816,19.326336064718813,58.71821179289488,6.935950144477081,63.16047870644286,wheat
104.91794148794432,48.69680800801343,29.460233291112786,19.271123495471077,41.91873961306315,6.814423970719118,59.953670277756544,wheat
112.54638729747616,52.12580635632673,41.013875241261836,18.9992778452062,57.91096667527443,6.5888329450702745,59.986073485566514,wheat
111.8336358035292,41.65337192406346,44.028393196212505,21.354802737384606,49.27124909721507,7.18955765128696,66.98566345371505,wheat
101.22311064847189,40.42605925183409,35.70396990712215,18.924674846193955,58.25556677975176,6.417749933039441,64.3751224861987,wheat
85.09893365345928,43.775588493366904,40.54823877287004,24.890260290117833,46.736106066877795,7.3888058265960534,61.4984241398728,wheat
104.93406301619156,45.71008748032923,42.22363409097616,19.692629791275966,63.72430108874475,6.617411542310111,71.32234572179247,wheat
92.26759455744373,44.63848892159228,34.640187238548904,20.91004744069504,63.670755741559205,6.7690575280716585,58.031143012960904,wheat
86.62459644318488,43.624244078686154,32.03602870139236,18.174244026562345,56.36071627665481,7.3276052790965585,88.09210861229502,wheat
92.96097897914919,53.61180093987264,41.21876240200824,19.69750470650725,57.59556671035691,6.824766593471984,61.103957256122186,wheat
95.10000204607996,36.611342041206896,32.281873987389595,21.306489766562454,53.33979945948572,6.561564440137533,60.085056267231536,wheat
109.53918703498753,46.08218365815839,36.71972531679516,22.4525859112979,64.4751130178898,6.997822662129141,69.7366351134409,wheat
114.90351996176574,51.78059589842708,43.07049588556312,21.196694094149766,58.117963440079016,6.361064930181183,67.00723156859586,wheat
83.73023234648136,40.23240326924967,46.517825339040435,21.680440325388396,63.924389738115174,6.691330246525083,48.47751158723233,wheat
97.11475363515589,45.612187783443446,40.39494358170005,22.267360957513404,52.832377449979326,6.94081378872117,50.11372850565394,wheat
105.40380733652576,45.01865130111382,36.250933308577416,19.528341275650295,53.89494552090867,6.691937948265162,77.71341242267684,wheat
98.81864797230544,43.536623338935975,29.51274521194929,18.211585296041044,53.421559453261885,6.525658929529342,73.81707593377797,wheat
98.02074669524538,52.73066549590951,40.30852317025184,20.074455672843154,54.46722131372499,6.801518500648584,77.1879500304986,wheat
72.16467127898538,32.99072553336793,37.28414584471943,20.02905576387514,59.14062654858407,6.98923487921099,56.1575408711943,wheat
112.22852431890115,51.18117241891639,40.920289156357825,21.925315144973684,56.63587158059277,6.575406789286847,66.97816839000005,wheat
101.32735747094414,45.00803908052692,47.36476786094787,15.098255742919827,46.49389497904258,6.325171829450252,56.36739352431194,wheat
96.94470196280764,35.956046113361715,35.07420983844587,18.27831664295286,69.74454455245535,7.520696779098858,55.88250582315351,wheat
95.63700051631841,38.10477601687023,30.459347933873666,19.76623962718295,49.01288810053585,6.7660597873351955,43.99794150956522,wheat
90.8563065002769,45.89176257181698,41.831047988919686,20.83494391748403,47.07706609505777,7.141874292054225,51.997883033981495,wheat
107.59429497528768,44.936167940290844,33.11806250461026,19.367604590837622,57.1921824523826,7.04518615218984,58.59012102555582,wheat
118.38134668721264,51.04506462591935,38.716729418001236,21.50024362427389,66.60276091112912,7.584193840313211,47.720001191775026,wheat
88.88160266611419,53.90951272040311,34.708594745811816,17.35491773341664,52.082835215805716,6.968090683789834,58.97603293388904,wheat
92.1932365551329,40.954725229652944,36.438314677936454,18.240980742682115,68.68979726365637,6.919004428474222,68.86759054404739,wheat
94.13107038257291,43.88425993688371,36.43223009314823,14.696583330161596,46.731944338912804,6.0757525280078415,37.502162220483925,wheat
85.65569230842277,52.949734076289786,39.77781916147823,22.581127524642348,57.46589546140525,7.113023530286063,50.99103004695425,wheat
106.28741145031205,49.372285404446075,37.116763538831535,21.11908074123233,58.397126551449,6.580178951547967,48.77231567729005,wheat
85.79046001722074,45.51903325152877,41.63504934394658,18.41494833908417,55.15951204795659,7.028214814455394,66.181907146653,wheat
118.62256144146986,52.66188499318826,34.99354283621728,23.367172419076045,51.81414097266571,7.217949124981771,60.67986626051089,wheat
95.05420745851639,34.1538188413504,39.14217744891826,16.881233529388783,60.80379541505663,7.406717062855699,52.030890107033095,wheat
103.62364891023125,40.64765086795215,36.857576349316055,21.548989407730744,54.768770428939526,7.495859216772405,55.17767521297079,wheat
111.99203598969387,45.584480477746695,43.97889004872117,19.10568468534011,54.7026469746905,6.753800448280426,51.63942885154213,wheat
107.94497841498104,48.901494033470186,42.96777347452783,23.073931307835288,63.69606880741782,6.650022124060346,63.730523184341784,wheat
92.51679172890145,45.140131896687336,37.00125275440568,23.2401406182721,57.182188902057774,6.712788348758231,71.93618571856376,wheat
73.95261508245505,32.91538443080826,43.97919327609887,20.120936896234735,56.502677801564566,6.269441558672581,59.767662891496336,wheat
124.04211292481611,49.94519771877518,40.84853272571406,19.121892179790123,52.63256288878364,5.948320844319992,62.5764042092116,wheat
110.14579730178225,35.54628403697631,36.69291553846592,17.685070735533156,49.20789283114742,6.82139265072876,39.155978450115256,wheat
107.37124526028477,49.5231304196021,38.74448705981544,15.038582980030917,49.021488243985665,7.293160773641079,32.22005719271428,wheat
95.82971905367776,37.919995329196446,44.02285150792418,18.64977209571308,57.42372412441367,7.026184167667637,78.3622583973002,wheat
97.56469667589556,47.25626621773567,32.57472260436282,22.380827126587487,50.43694691157181,6.575698334364901,59.777522051507894,wheat
81.2453878559218,46.37262017357363,44.83733136462505,20.585867646994583,45.46661461492765,6.750476282268136,67.4202890297949,wheat
77.46413480840911,38.551403917093715,44.3827180204076,20.540190868394575,57.47182949276052,7.543797923049325,64.68552778506202,wheat
107.89465612519815,61.26447316330996,38.93097720954755,18.404234472763008,57.5667783894828,6.975596411755558,54.73284608053792,wheat
87.61123576534183,58.85906653254047,41.634217351940116,18.53542923719585,60.49558181367759,6.756341939375466,57.471185536821686,wheat
106.74727446297392,37.24870639060986,41.763136019585865,23.825909615463505,57.79706597318386,6.649515158486614,54.92894719571758,wheat
95.07592031985868,43.476223931713314,38.11096733620864,21.832622882149135,44.600745380746105,7.144800020164854,56.203134748574385,wheat
104.52337342834447,38.23807253879482,46.64315533424718,22.491269920343747,60.75754315450044,6.194098089682584,68.29121071066052,wheat
104.8582610516285,35.36837251720459,39.878513081145925,20.729068978066525,58.336451642938904,6.870904546779542,62.9123141684738,wheat
117.68333670703714,52.356203459464076,25.664725231086283,19.365122890324635,54.01209383473629,6.099160570909211,60.94183058232312,wheat
114.98509326892608,38.48059284245646,41.682004693449365,18.168353045407123,50.96852785792194,7.390957453668014,54.57442179888175,wheat
105.5465498681275,33.772691303634076,49.3115878069744,21.205304892612997,53.90500094409843,7.030218603999958,45.9018057105219,wheat
89.82530741752657,45.40812179602856,19.18372193980626,20.525033155103547,60.35478877803532,6.5473353058142045,68.07088220125067,maize
84.5174814140304,47.929642484115426,22.052799244308723,20.743453768224885,82.8378547312764,5.416034791784751,80.13124788275582,maize
91.6790745072097,41.18272955227525,28.917094442223892,24.986470848835953,72.76911205458329,6.214011093512939,62.393286101375885,maize
75.90591172960391,51.12424477055614,25.604745100135585,22.54394265358426,57.70845101490168,6.61221353119249,76.05380895673751,maize
84.54659528447786,53.96399125219986,18.91628747936877,19.21303249860826,58.05445255487376,5.382268375771071,67.84338333855139,maize
77.16551216773406,44.48009836376233,8.17752470261972,18.258047590917492,73.96672521122534,5.867686999968434,69.32710013188209,maize
64.09314570024743,59.50964385887385,19.423889359781295,22.870121189450607,83.60623833505348,6.9582200502947025,61.32121254455531,maize
72.06779815129642,45.395639907843744,22.039592993906144,21.684327597247385,61.83804683997223,6.933590625354522,63.62948129866596,maize
100.99589093037319,48.72594051001738,27.14127357689891,23.07195826813188,72.70368458599559,5.837694474241138,54.75488932895106,maize
82.59705955014988,55.90842593972252,20.16102600800185,18.14081999474891,54.117933069685385,5.48643179890688,43.78853464472743,maize
79.09485359447088,57.0003513736642,19.946336852300764,15.218755727986442,63.473916317323614,6.118600501683696,90.15198500270527,maize
63.42862087080444,44.874579179206435,26.823410722178256,23.349935024039645,69.50650458813139,6.257292218511939,68.95932246388718,maize
85.77609530278536,41.52410944885787,23.5122343156328,17.88099094934338,67.6269437826523,6.2893704816431635,57.604482941694705,maize
77.77314724674353,43.019678778675576,15.713194692553023,20.939155775159065,56.16809091702671,6.3613987320466245,51.19897407017164,maize
85.11977022991051,38.54816745656944,17.734820337675973,20.12618977535446,75.6011738309987,6.365144972808296,62.45919436946727,maize
82.98719441069723,31.142461221362495,19.82746564143637,27.992542533414287,66.05877205122138,6.233956584584668,71.57754055570635,maize
86.95605243314346,32.020266456881124,13.270694072835893,22.63087387325844,59.28098750481992,6.856012631109957,61.21790732137731,maize
58.654692642868824,37.855888665248024,9.001295921477698,21.297623388151262,63.492926981884935,5.9877686451090515,77.94654846835687,maize
89.98519836516694,46.63689261315111,11.461225330092576,23.851844741476775,69.44288182806861,6.354695785078473,76.77775699169739,maize
66.3517190353896,64.07004308948112,16.16228898743253,24.247668781602563,51.50121844469319,5.734867656364974,83.19642376070404,maize
75.3910017699915,54.71938084106238,20.947821554876985,21.685125531999482,75.91080259946152,6.08167058767405,43.631142709238354,maize
69.96759908048296,52.40953382961355,21.58203642545003,17.298825249293685,59.20525984473439,5.909139325398877,60.6143648706293,maize
64.24086411398449,42.973031135044174,17.08555805896189,24.314599779285757,71.47297048792196,6.127094770955592,60.29552244955122,maize
79.39924312039113,41.4673991403554,15.412671671330237,19.17933637322285,59.92149468822835,5.6182631001038645,66.9447147087545,maize
85.29715673783708,35.30321359361407,20.100514844864133,21.340192614200994,67.73206948429443,6.193530615948206,47.55680864082043,maize
65.37610701142835,48.235388604679784,24.115123678982037,15.357437886870992,67.76581263841264,6.794811002643822,63.163689485525445,maize
83.50202496026441,42.37544735281758,19.52253520289249,17.137259445075546,46.24525353264901,6.671382900612638,53.18006086730669,maize
73.44472154996569,36.908461973838456,14.360121187664497,21.478486899716152,59.16338244691483,6.388985498997349,70.4304610277551,maize
81.20849646324608,49.90880632742755,26.311072819727546,18.797218692865343,64.56052107037665,6.766344910259795,80.17447771205644,maize
63.78236350655427,45.50115646675304,25.432484383469042,23.524237315597198,66.56210425183818,6.0911576532826714,60.394388891507056,maize
80.88219063090324,45.98100700012413,19.829685515822224,22.235796118345114,59.57542777205201,6.46606468694072,99.97093578098503,maize
60.230133606739244,50.59210019351984,16.959239645524377,23.73220773255775,65.37245978662288,6.580927387021232,79.10607891810535,maize
79.92421117768181,57.05641830731342,10.62280842484529,26.77135689374807,68.00049721513872,6.738921677872591,50.361491061901745,maize
69.69230118394664,49.167506353158196,19.931848442650146,22.849205764029968,73.67612128743973,5.317389842348575,76.68582886060771,maize
